Git Repo	Before Hash	After Hash	Extracted From Method Name	Extracted To Method Name	FQ Class Name
			public of(row int, column int, size byte) : Cell	public of(cells Cell[][], row int, column int, size byte) : Cell	com.android.internal.widget.LockPatternView.Cell
			public stringToPattern(string String) : List&lt;LockPatternView.Cell&gt;	public stringToPattern(string String, size byte) : List&lt;LockPatternView.Cell&gt;	com.android.internal.widget.LockPatternUtils
					
https://github.com/ignatov/intellij-erlang.git	d739651a109ea9a3679602892335505c0a407624	e3b84c8753a21b1b15cfc9aa90b5e0c56d290f41			
			private addErlangModules(module Module, onlyTestModules boolean, erlangModules Collection&lt;ErlangFile&gt;) : Collection&lt;ErlangFile&gt;	private collectFiles(module Module, onlyTestModules boolean, filesCollector Processor&lt;VirtualFile&gt;) : void	org.intellij.erlang.utils.ErlangModulesUtil
			private addSourceRoot(module Module, sourceRootName String, isTestSourceRoot boolean) : VirtualFile	private addSourceRoot(module Module, sourceRootName String, rootType JpsModuleSourceRootType&lt;?&gt;) : VirtualFile	org.intellij.erlang.compilation.ErlangCompilationTestBase
					
https://github.com/apache/hive.git		8398fbf3dd0937a0a4a3d540977a95f97425f566			
			public close() : void	public closeSparkSession() : void	org.apache.hadoop.hive.ql.session.SessionState
					
https://github.com/spotify/helios.git	c1336870d80c45baf7397d875ce175e1d401f1a7	cc02c00b8a92ef34d1a8bcdf44a45fb01a8dea6c			
			protected createJob(job Job) : JobId	protected createJobRawOutput(job Job) : String	com.spotify.helios.system.SystemTestBase
					
https://github.com/CyanogenMod/android_frameworks_base.git		f1b8ae1c44e6ba46118c2f66eae1725259acdccc			
			public of(row int, column int, size byte) : Cell	public of(cells Cell[][], row int, column int, size byte) : Cell	com.android.internal.widget.LockPatternView.Cell
			public stringToPattern(string String) : List&lt;LockPatternView.Cell&gt;	public stringToPattern(string String, size byte) : List&lt;LockPatternView.Cell&gt;	com.android.internal.widget.LockPatternUtils
					
https://github.com/spring-projects/spring-framework.git		fffdd1e9e9dc887c3e8973147904d47d9fffbb47			
			public exists(content String) : void	private assertExistsAndReturn(content String) : Object	org.springframework.test.util.JsonPathExpectationsHelper
					
https://github.com/liferay/liferay-plugins.git		720b0d2064ecc4403809e794075e9fe8cfa857f1			
			protected validate(titleMap Map&lt;Locale,String&gt;, startTimeJCalendar Calendar, endTimeJCalendar Calendar) : void	protected validate(titleMap Map&lt;Locale,String&gt;, startTimeJCalendar Calendar, endTimeJCalendar Calendar, untilJCalendar Calendar) : void	com.liferay.calendar.service.impl.CalendarBookingLocalServiceImpl
					
https://github.com/facebook/buck.git		8d14e557e01cc607dd2db66c29d106ef01aa81f7			
			public get(buildTarget BuildTarget) : TargetNode&lt;?&gt;	public get(buildTarget BuildTarget, eventBus Optional&lt;BuckEventBus&gt;) : TargetNode&lt;?&gt;	com.facebook.buck.parser.Parser.CachedState
					
https://github.com/facebook/buck.git		89973a5e4f188040c5fcf87fb5a3e9167329d175			
			private installAppleBundle(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult	private installAppleBundleForSimulator(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult	com.facebook.buck.cli.InstallCommand
					
https://github.com/VoltDB/voltdb.git		cfc54e8afa7ee7d5376525a84559e90b21487ccf			
			public getLastOffset(whichTime long) : long	private resetLeader() : void	public run() : void
					
https://github.com/spotify/helios.git	c1336870d80c45baf7397d875ce175e1d401f1a7	cc02c00b8a92ef34d1a8bcdf44a45fb01a8dea6c			
			protected createJob(job Job) : JobId	protected createJobRawOutput(job Job) : String	com.spotify.helios.system.SystemTestBase
					
https://github.com/CyanogenMod/android_frameworks_base.git		f1b8ae1c44e6ba46118c2f66eae1725259acdccc			
			public of(row int, column int, size byte) : Cell	public of(cells Cell[][], row int, column int, size byte) : Cell	com.android.internal.widget.LockPatternView.Cell
			public stringToPattern(string String) : List&lt;LockPatternView.Cell&gt;	public stringToPattern(string String, size byte) : List&lt;LockPatternView.Cell&gt;	com.android.internal.widget.LockPatternUtils
					
https://github.com/spring-projects/spring-framework.git		fffdd1e9e9dc887c3e8973147904d47d9fffbb47			
			public exists(content String) : void	private assertExistsAndReturn(content String) : Object	org.springframework.test.util.JsonPathExpectationsHelper
					
https://github.com/liferay/liferay-plugins.git		720b0d2064ecc4403809e794075e9fe8cfa857f1			
			protected validate(titleMap Map&lt;Locale,String&gt;, startTimeJCalendar Calendar, endTimeJCalendar Calendar) : void	protected validate(titleMap Map&lt;Locale,String&gt;, startTimeJCalendar Calendar, endTimeJCalendar Calendar, untilJCalendar Calendar) : void	com.liferay.calendar.service.impl.CalendarBookingLocalServiceImpl
					
https://github.com/facebook/buck.git		8d14e557e01cc607dd2db66c29d106ef01aa81f7			
			public get(buildTarget BuildTarget) : TargetNode&lt;?&gt;	public get(buildTarget BuildTarget, eventBus Optional&lt;BuckEventBus&gt;) : TargetNode&lt;?&gt;	com.facebook.buck.parser.Parser.CachedState
					
https://github.com/facebook/buck.git		89973a5e4f188040c5fcf87fb5a3e9167329d175			
			private installAppleBundle(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult	private installAppleBundleForSimulator(params CommandRunnerParams, appleBundle AppleBundle, projectFilesystem ProjectFilesystem, processExecutor ProcessExecutor) : InstallResult	com.facebook.buck.cli.InstallCommand
					
https://github.com/VoltDB/voltdb.git		cfc54e8afa7ee7d5376525a84559e90b21487ccf			
			public getLastOffset(whichTime long) : long	private resetLeader() : void	public run() : void
